acct,utc_date,num_courses_visited,total_minutes_visited,lessons_completed,projects_completed
37,2015/6/12,0,0,0,0
37,2015/6/13,1,5.342848167,0,0
37,2015/6/14,0,0,0,0
37,2015/6/15,1,86.9229015,1,0
37,2015/6/16,1,71.14553867,0,0
37,2015/6/17,1,164.2595542,1,0
37,2015/6/18,4,318.0715962,4,0
37,2015/6/19,1,102.4503947,0,0
37,2015/6/20,1,15.36410667,0,0
37,2015/6/21,0,0,0,0
37,2015/6/22,0,0,0,1
37,2015/6/23,0,0,0,0
37,2015/6/24,0,0,0,0
37,2015/6/25,1,31.01325483,0,0
37,2015/6/26,1,106.0025898,1,0
37,2015/6/27,1,112.6470443,1,0
37,2015/6/28,1,17.51313817,0,0
37,2015/6/29,1,10.83202667,0,0
37,2015/6/30,0,0,0,0
37,2015/7/1,2,19.32835483,0,0
37,2015/7/2,0,0,0,0
37,2015/7/3,1,5.104958833,0,0
37,2015/7/4,1,65.53839033,0,0
37,2015/7/5,1,107.1325147,0,0
37,2015/7/6,1,40.1436605,0,0
37,2015/7/7,0,0,0,0
37,2015/7/8,0,0,0,0
37,2015/7/9,0,0,0,0
37,2015/7/10,0,0,0,0
37,2015/7/11,0,0,0,0
37,2015/7/12,0,0,0,0
37,2015/7/13,0,0,0,0
37,2015/7/14,0,0,0,0
37,2015/7/15,1,13.70941083,0,0
37,2015/7/16,0,0,0,0
37,2015/7/17,0,0,0,0
37,2015/7/18,0,0,0,0
37,2015/7/19,1,9.307411833,0,0
37,2015/7/20,0,0,0,0
37,2015/7/21,1,70.82848817,1,0
37,2015/7/22,0,0,0,0
37,2015/7/23,0,0,0,0
37,2015/7/24,0,0,0,0
37,2015/7/25,0,0,0,0
37,2015/7/27,4,234.1781092,6,0
37,2015/7/28,2,150.0426698,1,0
37,2015/7/29,2,115.8714517,0,0
37,2015/7/30,0,0,0,0
37,2015/7/31,0,0,0,0
37,2015/8/1,1,7.323217167,0,0
37,2015/8/2,0,0,0,0
37,2015/8/3,0,0,0,0
37,2015/8/4,0,0,0,0
37,2015/8/5,0,0,0,0
37,2015/8/6,0,0,0,0
37,2015/8/7,0,0,0,0
37,2015/8/8,0,0,0,0
37,2015/8/9,0,0,0,0
37,2015/8/10,0,0,0,0
37,2015/8/11,0,0,0,0
37,2015/8/12,2,42.03015383,0,0
37,2015/8/13,0,0,0,0
37,2015/8/14,0,0,0,0
37,2015/8/15,0,0,0,0
37,2015/8/16,0,0,0,0
37,2015/8/17,0,0,0,0
37,2015/8/18,0,0,0,0
37,2015/8/19,0,0,0,0
37,2015/8/20,0,0,0,1
37,2015/8/21,0,0,0,0
37,2015/8/22,0,0,0,0
37,2015/8/23,0,0,0,0
37,2015/8/24,0,0,0,0
37,2015/8/25,0,0,0,0
37,2015/8/26,0,0,0,0
37,2015/8/27,0,0,0,0
38,2014/11/14,0,0,0,0
38,2014/11/15,0,0,0,0
38,2014/11/16,0,0,0,0
38,2014/11/17,0,0,0,0
38,2014/11/18,0,0,0,0
38,2014/11/19,0,0,0,0
38,2014/11/20,0,0,0,0
38,2014/11/21,2,7.725061333,0,0
38,2014/11/22,0,0,0,0
38,2014/11/23,0,0,0,0
38,2014/11/24,0,0,0,0
38,2014/11/25,1,15.59927817,0,0
38,2014/11/26,1,71.97633433,0,0
38,2014/11/27,0,0,0,0
38,2014/11/28,0,0,0,0
38,2014/11/29,0,0,0,0
38,2014/11/30,0,0,0,0
38,2014/12/1,0,0,0,0
38,2014/12/2,0,0,0,0
38,2014/12/3,0,0,0,0
38,2014/12/4,0,0,0,0
38,2014/12/5,0,0,0,0
38,2014/12/6,0,0,0,0
38,2014/12/7,0,0,0,0
38,2014/12/8,0,0,0,0
38,2014/12/9,0,0,0,0
38,2014/12/10,0,0,0,0
38,2014/12/11,0,0,0,0
38,2014/12/12,0,0,0,0
38,2014/12/13,0,0,0,0
38,2014/12/14,0,0,0,0
38,2014/12/15,0,0,0,0
38,2014/12/16,0,0,0,0
38,2014/12/17,2,208.831527,0,0
38,2014/12/18,0,0,0,0
38,2014/12/19,0,0,0,0
38,2014/12/20,0,0,0,0
38,2014/12/21,0,0,0,0
38,2014/12/22,0,0,0,0
38,2014/12/23,2,37.3986615,0,0
38,2014/12/24,0,0,0,0
38,2014/12/25,0,0,0,0
38,2014/12/26,0,0,0,0
38,2014/12/27,0,0,0,0
38,2014/12/28,0,0,0,0
38,2014/12/29,1,45.69213417,0,0
38,2014/12/30,2,76.5779625,1,0
38,2014/12/31,0,0,0,0
38,2015/1/1,1,15.791966,0,0
38,2015/1/2,1,248.0131028,1,0
38,2015/1/3,0,0,0,0
38,2015/1/4,1,372.0439158,1,0
38,2015/1/5,3,151.5029503,0,0
38,2015/1/6,2,85.99147967,0,0
38,2015/1/7,2,433.3797118,3,0
38,2015/1/8,1,5.491539833,0,0
38,2015/1/9,1,6.797801167,0,0
38,2015/1/10,0,0,0,0
38,2015/1/11,0,0,0,0
38,2015/1/12,1,2.4840395,0,0
38,2015/1/13,1,376.0425925,0,0
38,2015/1/14,1,225.2963392,1,0
38,2015/1/15,1,243.8194705,1,0
38,2015/1/16,2,204.2210382,2,0
38,2015/1/17,1,98.5081565,0,0
38,2015/1/18,0,0,0,0
38,2015/1/19,1,79.17744667,0,0
38,2015/1/20,1,95.04352583,0,0
38,2015/1/21,1,56.23623483,0,0
38,2015/1/22,1,84.55061983,0,0
38,2015/1/23,0,0,0,0
38,2015/1/24,1,72.987944,0,0
38,2015/1/25,1,55.41734017,0,0
38,2015/1/26,1,9.137570333,0,0
38,2015/1/27,1,80.2307825,0,0
38,2015/1/28,1,230.5921312,0,0
38,2015/1/29,3,186.6040245,0,0
38,2015/1/30,1,105.1369257,0,0
38,2015/1/31,0,0,0,0
38,2015/2/1,0,0,0,0
38,2015/2/2,0,0,0,0
38,2015/2/3,0,0,0,0
38,2015/2/4,2,249.4098388,0,0
38,2015/2/5,1,30.50504033,1,0
38,2015/2/6,1,234.0490702,1,0
38,2015/2/7,1,249.8015453,0,0
38,2015/2/8,1,82.29071917,1,0
38,2015/2/9,1,258.407486,2,0
38,2015/2/10,1,146.3993497,1,0
38,2015/2/11,1,106.0297902,0,0
38,2015/2/12,0,0,0,0
38,2015/2/13,0,0,0,0
38,2015/2/14,0,0,0,0
38,2015/2/15,0,0,0,0
38,2015/2/16,1,3.400983,0,0
38,2015/2/17,3,136.300948,0,0
38,2015/2/18,0,0,0,0
38,2015/2/19,0,0,0,1
38,2015/2/20,0,0,0,0
38,2015/2/21,0,0,0,0
38,2015/2/22,0,0,0,0
38,2015/2/23,0,0,0,0
38,2015/2/24,1,40.48020467,1,0
38,2015/2/25,0,0,0,0
38,2015/2/26,2,50.01181317,0,0
38,2015/2/27,0,0,0,0
38,2015/2/28,0,0,0,0
38,2015/3/1,0,0,0,0
38,2015/3/2,0,0,0,0
38,2015/3/3,0,0,0,0
38,2015/3/4,2,86.532105,0,0
38,2015/3/5,0,0,0,0
38,2015/3/6,0,0,0,0
38,2015/3/7,0,0,0,0
38,2015/3/8,0,0,0,0
38,2015/3/9,0,0,0,0
38,2015/3/10,1,18.883542,0,0
38,2015/3/11,1,262.8232985,0,0
38,2015/3/12,1,251.0812347,1,0
38,2015/3/13,1,219.8345362,1,0
38,2015/3/14,1,216.7059947,1,0
38,2015/3/15,0,0,0,0
38,2015/3/16,1,6.103307,0,0
38,2015/3/17,1,317.505403,1,0
38,2015/3/18,2,118.796956,0,0
38,2015/3/19,1,142.9461768,0,0
38,2015/3/20,1,135.5635335,0,0
38,2015/3/21,0,0,0,0
38,2015/3/22,0,0,0,0
38,2015/3/23,2,297.7621475,0,0
38,2015/3/24,1,62.150638,0,0
38,2015/3/25,1,188.2214638,0,0
38,2015/3/26,0,0,0,0
38,2015/3/27,1,6.604577,0,0
38,2015/3/28,0,0,0,0
38,2015/3/29,0,0,0,0
38,2015/3/30,0,0,0,0
38,2015/3/31,2,6.195839,0,0
38,2015/4/1,1,38.53067617,1,0
38,2015/4/2,0,0,0,1
38,2015/4/3,0,0,0,0
38,2015/4/4,0,0,0,0
38,2015/4/5,0,0,0,0
38,2015/4/6,1,6.404454833,0,0
38,2015/4/7,0,0,0,0
38,2015/4/8,0,0,0,0
38,2015/4/9,0,0,0,0
38,2015/4/10,0,0,0,0
38,2015/4/11,0,0,0,0
38,2015/4/12,0,0,0,0
38,2015/4/13,0,0,0,0
38,2015/4/14,0,0,0,0
38,2015/4/15,0,0,0,0
38,2015/4/16,0,0,0,0
38,2015/4/17,1,76.39262583,0,0
38,2015/4/18,0,0,0,0
38,2015/4/19,0,0,0,0
38,2015/4/20,0,0,0,0
38,2015/4/21,1,232.6913203,1,0
38,2015/4/22,0,0,0,0
38,2015/4/23,1,23.35946417,0,0
38,2015/4/24,1,296.3575897,2,0
38,2015/4/25,0,0,0,0
38,2015/4/26,1,28.03030267,0,0
38,2015/4/27,1,70.5873215,0,0
38,2015/4/28,1,217.673535,1,0
38,2015/4/29,1,89.64453867,1,0
38,2015/4/30,1,50.78976617,0,0
38,2015/5/1,0,0,0,0
38,2015/5/2,0,0,0,0
38,2015/5/3,0,0,0,0
38,2015/5/4,1,86.53660467,0,0
38,2015/5/5,1,107.2490978,0,0
38,2015/5/6,1,76.46995967,0,0
38,2015/5/7,1,152.6754565,0,0
38,2015/5/8,1,45.16083417,0,0
38,2015/5/9,0,0,0,0
38,2015/5/10,0,0,0,0
38,2015/5/11,1,250.3456058,1,0
38,2015/5/12,1,56.707581,0,0
38,2015/5/13,1,196.1445248,2,0
38,2015/5/14,0,0,0,0
38,2015/5/15,2,65.23133483,0,0
38,2015/5/16,0,0,0,0
38,2015/5/17,0,0,0,0
38,2015/5/18,1,5.564147167,0,0
38,2015/5/19,1,81.735408,0,0
38,2015/5/20,0,0,0,0
38,2015/5/21,2,55.21572667,0,0
38,2015/5/22,0,0,0,0
38,2015/5/23,0,0,0,0
38,2015/5/24,0,0,0,0
38,2015/5/25,1,28.661438,0,0
38,2015/5/26,0,0,0,0
38,2015/5/27,0,0,0,0
38,2015/5/28,1,14.0977895,1,0
38,2015/5/29,0,0,0,0
38,2015/5/30,0,0,0,0
38,2015/5/31,0,0,0,0
38,2015/6/1,1,69.48934017,0,0
38,2015/6/2,1,68.58572683,1,0
38,2015/6/3,0,0,0,1
38,2015/6/4,0,0,0,0
38,2015/6/5,0,0,0,0
38,2015/6/6,0,0,0,0
38,2015/6/7,0,0,0,0
38,2015/6/8,0,0,0,0
38,2015/6/9,0,0,0,0
38,2015/6/10,1,14.22918617,0,0
38,2015/6/11,1,189.6924165,1,0
38,2015/6/12,2,28.49685383,0,0
38,2015/6/13,0,0,0,0
38,2015/6/14,0,0,0,0
38,2015/6/15,0,0,0,0
38,2015/6/16,1,275.2904645,3,0
38,2015/6/17,1,95.7937975,0,0
38,2015/6/18,1,130.7356953,2,0
38,2015/6/19,1,93.72655917,1,0
38,2015/6/20,0,0,0,0
38,2015/6/21,0,0,0,0
38,2015/6/22,1,145.4637873,1,0
38,2015/6/23,1,75.51482583,1,0
38,2015/6/24,1,231.3759842,0,0
38,2015/6/25,0,0,0,0
38,2015/6/26,1,124.1536093,0,0
38,2015/6/27,0,0,0,0
38,2015/6/28,0,0,0,0
38,2015/6/29,0,0,0,0
38,2015/6/30,0,0,0,0
38,2015/7/1,0,0,0,0
38,2015/7/2,0,0,0,0
38,2015/7/3,0,0,0,0
38,2015/7/4,0,0,0,0
38,2015/7/5,0,0,0,0
38,2015/7/6,0,0,0,0
38,2015/7/7,0,0,0,0
38,2015/7/8,1,135.0151095,1,0
38,2015/7/9,2,181.145421,0,0
38,2015/7/10,2,148.4920203,2,0
38,2015/7/11,0,0,0,0
38,2015/7/12,0,0,0,0
38,2015/7/13,1,48.15501033,0,0
38,2015/7/14,0,0,0,0
38,2015/7/15,1,6.572416333,0,0
38,2015/7/16,1,222.2535938,1,0
38,2015/7/17,3,87.87706483,1,0
38,2015/7/18,0,0,0,0
38,2015/7/19,0,0,0,0
38,2015/7/20,1,143.3201565,0,0
38,2015/7/21,0,0,0,0
38,2015/7/22,0,0,0,0
38,2015/7/23,1,63.87926617,0,0
38,2015/7/24,0,0,0,0
38,2015/7/25,0,0,0,0
38,2015/7/27,0,0,0,0
38,2015/7/28,1,60.063168,0,0
38,2015/7/29,1,102.4020952,0,0
38,2015/7/30,1,31.73009617,0,0
38,2015/7/31,0,0,0,0
38,2015/8/1,0,0,0,0
38,2015/8/2,0,0,0,0
38,2015/8/3,1,73.47579567,0,0
38,2015/8/4,3,144.2927572,0,0
38,2015/8/5,2,129.255914,0,0
38,2015/8/6,1,2.704961167,0,0
38,2015/8/7,1,30.3228255,0,0
38,2015/8/8,0,0,0,0
38,2015/8/9,0,0,0,0
38,2015/8/10,0,0,0,0
38,2015/8/11,1,23.51997017,0,0
38,2015/8/12,0,0,0,0
38,2015/8/13,0,0,0,0
38,2015/8/14,0,0,0,0
38,2015/8/15,0,0,0,0
38,2015/8/16,0,0,0,0
38,2015/8/17,0,0,0,0
38,2015/8/18,1,52.330803,0,0
38,2015/8/19,1,48.00286633,1,0
38,2015/8/20,0,0,0,1
38,2015/8/21,0,0,0,0
38,2015/8/22,0,0,0,0
38,2015/8/23,0,0,0,0
38,2015/8/24,0,0,0,0
38,2015/8/25,1,42.98105067,0,0
38,2015/8/26,0,0,0,0
38,2015/8/27,0,0,0,0
39,2015/7/17,1,130.968721,1,0
39,2015/7/18,0,0,0,0
39,2015/7/19,0,0,0,0
39,2015/7/20,2,469.0886715,6,0
39,2015/7/21,2,214.6095533,1,0
39,2015/7/22,0,0,0,0
39,2015/7/23,2,186.9219137,2,0
39,2015/7/24,0,0,0,0
39,2015/7/25,0,0,0,0
39,2015/7/27,2,131.6491047,0,0
39,2015/7/28,1,60.6695935,1,0
39,2015/7/29,0,0,0,0
39,2015/7/30,4,217.6150385,3,0
39,2015/7/31,2,132.2819915,2,0
39,2015/8/1,0,0,0,0
39,2015/8/2,1,75.419575,0,0
39,2015/8/3,1,196.1414687,2,0
39,2015/8/4,0,0,0,0
39,2015/8/5,1,9.537534,0,0
39,2015/8/6,1,63.24438583,0,0
39,2015/8/7,1,65.53849117,1,0
39,2015/8/8,1,52.32281717,0,0
39,2015/8/9,0,0,0,0
39,2015/8/10,1,159.2863515,1,0
39,2015/8/11,1,61.23780683,0,0
39,2015/8/12,1,5.803176667,0,0
39,2015/8/13,0,0,0,0
39,2015/8/14,1,9.480438,0,0
39,2015/8/15,1,29.9460245,0,0
39,2015/8/16,0,0,0,0
39,2015/8/17,0,0,0,0
39,2015/8/18,1,7.4394935,0,0
39,2015/8/19,0,0,0,0
39,2015/8/20,0,0,0,0
39,2015/8/21,0,0,0,0
39,2015/8/22,0,0,0,0
39,2015/8/23,0,0,0,0
39,2015/8/24,1,34.62693383,0,0
39,2015/8/25,0,0,0,0
39,2015/8/26,0,0,0,0
39,2015/8/27,1,3.62591,0,0
40,2015/7/15,0,0,0,0
40,2015/7/16,2,83.76589183,1,0
40,2015/7/17,2,86.815316,1,0
40,2015/7/18,1,44.06087183,1,0
40,2015/7/19,0,0,0,0
40,2015/7/20,2,44.78555133,0,0
40,2015/7/21,2,218.7918952,3,0
40,2015/7/22,2,86.35901717,0,0
40,2015/7/23,1,25.16090817,0,0
40,2015/7/24,1,100.4099768,3,0
40,2015/7/25,2,94.93441883,5,0
40,2015/7/27,1,90.01927033,2,0
40,2015/7/28,2,189.5632458,5,0
40,2015/7/29,1,115.3893265,2,0
40,2015/7/30,3,152.7024727,2,0
40,2015/7/31,3,202.854088,4,0
40,2015/8/1,0,0,0,0
40,2015/8/2,1,4.077509833,0,0
40,2015/8/3,0,0,0,0
40,2015/8/4,0,0,0,0
40,2015/8/5,0,0,0,0
40,2015/8/6,1,41.06563,0,0
40,2015/8/7,0,0,0,0
40,2015/8/8,0,0,0,0
40,2015/8/9,0,0,0,0
40,2015/8/10,0,0,0,0
40,2015/8/11,0,0,0,0
40,2015/8/12,0,0,0,0
40,2015/8/13,0,0,0,0
40,2015/8/14,0,0,0,0
40,2015/8/15,0,0,0,0
40,2015/8/16,0,0,0,0
40,2015/8/17,0,0,0,0
40,2015/8/18,0,0,0,0
40,2015/8/19,0,0,0,0
40,2015/8/20,0,0,0,0
40,2015/8/21,0,0,0,0
40,2015/8/22,0,0,0,0
40,2015/8/23,0,0,0,0
40,2015/8/24,0,0,0,0
40,2015/8/25,0,0,0,0
40,2015/8/26,0,0,0,0
40,2015/8/27,0,0,0,0
41,2015/5/13,2,276.4938088,1,0
41,2015/5/14,1,63.21182483,0,0
41,2015/5/15,1,121.4119702,0,0
41,2015/5/16,1,50.80778717,0,0
41,2015/5/17,0,0,0,0
41,2015/5/18,0,0,0,0
41,2015/5/19,0,0,0,0
41,2015/5/20,0,0,0,0
41,2015/5/21,1,151.6199738,1,0
41,2015/5/22,0,0,0,0
41,2015/5/23,1,160.4567183,0,0
41,2015/5/24,0,0,0,0
41,2015/5/25,1,196.652004,1,0
41,2015/5/26,1,2.689663833,0,0
41,2015/5/27,1,21.74664833,0,0
41,2015/5/28,0,0,0,0
41,2015/5/29,0,0,0,0
41,2015/5/30,0,0,0,0
41,2015/5/31,1,21.96807433,0,0
41,2015/6/1,1,166.9840022,0,0
41,2015/6/2,1,193.072022,1,0
41,2015/6/3,1,137.6766188,0,0
41,2015/6/4,1,213.1170212,0,0
41,2015/6/5,3,124.2726328,0,0
41,2015/6/6,1,26.469237,1,0
41,2015/6/7,0,0,0,0
41,2015/6/8,0,0,0,0
41,2015/6/9,0,0,0,0
41,2015/6/10,0,0,0,0
41,2015/6/11,0,0,0,0
41,2015/6/12,0,0,0,0
41,2015/6/13,0,0,0,0
41,2015/6/14,0,0,0,0
41,2015/6/15,0,0,0,0
41,2015/6/16,0,0,0,0
41,2015/6/17,0,0,0,0
41,2015/6/18,1,3.2500925,0,0
41,2015/6/19,1,41.86886533,0,0
41,2015/6/20,0,0,0,0
41,2015/6/21,0,0,0,0
41,2015/6/22,0,0,0,0
41,2015/6/23,0,0,0,0
41,2015/6/24,0,0,0,0
41,2015/6/25,0,0,0,0
41,2015/6/26,0,0,0,0
41,2015/6/27,0,0,0,0
41,2015/6/28,0,0,0,0
41,2015/6/29,0,0,0,0
41,2015/6/30,1,20.56311133,0,0
41,2015/7/1,1,38.36128317,1,0
41,2015/7/2,0,0,0,0
41,2015/7/3,1,75.39575733,0,0
41,2015/7/4,0,0,0,0
41,2015/7/5,0,0,0,0
41,2015/7/6,0,0,0,0
41,2015/7/7,0,0,0,0
41,2015/7/8,0,0,0,0
41,2015/7/9,0,0,0,0
41,2015/7/10,0,0,0,0
41,2015/7/11,0,0,0,0
41,2015/7/12,0,0,0,0
41,2015/7/13,0,0,0,0
41,2015/7/14,2,65.00150783,0,0
41,2015/7/15,0,0,0,0
41,2015/7/16,1,160.3547298,0,0
41,2015/7/17,1,97.47298833,0,0
41,2015/7/18,0,0,0,0
41,2015/7/19,1,2.637341167,0,0
41,2015/7/20,1,81.28893567,0,0
41,2015/7/21,0,0,0,0
41,2015/7/22,0,0,0,0
41,2015/7/23,1,29.87826283,0,0
41,2015/7/24,1,52.22360767,0,0
41,2015/7/25,1,89.34132933,0,0
41,2015/7/27,0,0,0,0
41,2015/7/28,0,0,0,0
41,2015/7/29,0,0,0,0
41,2015/7/30,1,3.914995333,0,0
41,2015/7/31,0,0,0,0
41,2015/8/1,1,29.45046717,0,0
41,2015/8/2,0,0,0,0
41,2015/8/3,0,0,0,0
41,2015/8/4,0,0,0,0
41,2015/8/5,0,0,0,0
41,2015/8/6,0,0,0,0
41,2015/8/7,0,0,0,0
41,2015/8/8,0,0,0,0
41,2015/8/9,0,0,0,0
41,2015/8/10,0,0,0,0
41,2015/8/11,0,0,0,0
41,2015/8/12,1,2.567118,0,0
41,2015/8/13,0,0,0,0
41,2015/8/14,0,0,0,0
41,2015/8/15,1,54.9080145,0,0
41,2015/8/16,1,78.52686067,1,0
41,2015/8/17,0,0,0,0
41,2015/8/18,0,0,0,0
41,2015/8/19,0,0,0,0
41,2015/8/20,0,0,0,0
41,2015/8/21,1,23.351809,0,0
41,2015/8/22,0,0,0,0
41,2015/8/23,0,0,0,0
41,2015/8/24,0,0,0,0
41,2015/8/25,0,0,0,0
41,2015/8/26,0,0,0,0
41,2015/8/27,1,30.26648567,0,0
42,2015/3/4,0,0,0,0
42,2015/3/5,2,21.85896967,0,0
42,2015/3/6,0,0,0,0
42,2015/3/7,1,36.51313633,0,0
42,2015/3/8,1,115.934937,0,0
42,2015/3/9,0,0,0,0
42,2015/3/10,0,0,0,0
42,2015/3/11,0,0,0,0
42,2015/3/12,1,114.1109268,0,0
42,2015/3/13,0,0,0,0
42,2015/3/14,0,0,0,0
42,2015/3/15,1,168.3019898,1,0
42,2015/3/16,1,42.64761467,0,0
42,2015/3/17,1,62.98351467,1,0
42,2015/3/18,0,0,0,0
42,2015/3/19,1,31.2556585,0,0
42,2015/3/20,1,4.426133167,0,0
42,2015/3/21,1,10.870712,0,0
42,2015/3/22,0,0,0,0
42,2015/3/23,0,0,0,0
42,2015/3/24,0,0,0,0
42,2015/3/25,0,0,0,0
42,2015/3/26,0,0,0,0
42,2015/3/27,0,0,0,0
42,2015/3/28,1,104.5297977,1,0
42,2015/3/29,1,110.7833355,1,0
42,2015/3/30,1,82.99244,0,0
42,2015/3/31,1,56.23909467,1,0
42,2015/4/1,0,0,0,0
42,2015/4/2,2,32.5930325,0,0
42,2015/4/3,0,0,0,0
42,2015/4/4,0,0,0,0
42,2015/4/5,1,99.0012255,0,0
42,2015/4/6,1,95.94629683,0,0
42,2015/4/7,0,0,0,0
42,2015/4/8,0,0,0,0
42,2015/4/9,1,56.24854233,0,0
42,2015/4/10,0,0,0,0
42,2015/4/11,0,0,0,0
42,2015/4/12,0,0,0,0
42,2015/4/13,0,0,0,0
42,2015/4/14,0,0,0,0
42,2015/4/15,0,0,0,0
42,2015/4/16,0,0,0,0
42,2015/4/17,0,0,0,0
42,2015/4/18,0,0,0,0
42,2015/4/19,0,0,0,0
42,2015/4/20,0,0,0,0
42,2015/4/21,0,0,0,0
42,2015/4/22,0,0,0,0
42,2015/4/23,0,0,0,0
42,2015/4/24,0,0,0,0
42,2015/4/25,0,0,0,0
42,2015/4/26,1,12.47715883,0,0
42,2015/4/27,0,0,0,0
42,2015/4/28,0,0,0,0
42,2015/4/29,0,0,0,0
42,2015/4/30,0,0,0,0
42,2015/5/1,0,0,0,0
42,2015/5/2,1,32.16960117,0,0
42,2015/5/3,2,15.862489,0,0
42,2015/5/4,1,3.583918833,0,0
42,2015/5/5,0,0,0,0
42,2015/5/6,0,0,0,0
42,2015/5/7,0,0,0,0
42,2015/5/8,0,0,0,0
42,2015/5/9,1,11.16400233,0,0
42,2015/5/10,0,0,0,0
42,2015/5/30,0,0,0,0
42,2015/5/31,1,53.72443567,0,0
42,2015/6/1,1,135.2987138,2,0
42,2015/6/2,1,75.93797783,0,0
42,2015/6/3,1,65.89092333,0,0
42,2015/6/4,2,124.817819,0,0
42,2015/6/5,1,120.794433,0,0
42,2015/6/6,1,117.5535445,0,0
42,2015/6/7,1,22.073151,1,0
42,2015/6/8,1,2.049650333,0,0
42,2015/6/9,1,16.9409825,0,0
42,2015/6/10,0,0,0,0
42,2015/6/11,0,0,0,0
42,2015/6/12,0,0,0,0
42,2015/6/13,0,0,0,0
42,2015/6/14,0,0,0,0
42,2015/6/15,0,0,0,0
42,2015/6/16,0,0,0,0
42,2015/6/17,0,0,0,0
42,2015/6/18,0,0,0,0
42,2015/6/19,0,0,0,0
42,2015/6/20,1,4.348086333,0,0
42,2015/6/21,1,15.22649883,0,0
42,2015/6/22,1,3.191094,0,0
42,2015/6/23,1,23.125624,0,0
42,2015/6/24,0,0,0,0
42,2015/6/25,2,10.4609665,0,0
42,2015/6/26,0,0,0,0
42,2015/6/27,0,0,0,0
42,2015/6/28,0,0,0,0
42,2015/6/29,0,0,0,1
42,2015/6/30,0,0,0,0
42,2015/7/1,0,0,0,0
42,2015/7/2,0,0,0,0
42,2015/7/3,0,0,0,0
42,2015/7/4,0,0,0,0
42,2015/7/5,0,0,0,0
42,2015/7/6,0,0,0,0
42,2015/7/7,0,0,0,0
42,2015/7/8,0,0,0,0
42,2015/7/9,0,0,0,0
42,2015/7/10,0,0,0,0
42,2015/7/11,0,0,0,0
42,2015/7/12,0,0,0,0
42,2015/7/13,0,0,0,0
42,2015/7/14,1,107.4758722,2,0
42,2015/7/15,0,0,0,0
42,2015/7/16,1,11.951718,0,0
42,2015/7/17,1,71.9634465,0,0
42,2015/7/18,0,0,0,0
42,2015/7/19,0,0,0,0
42,2015/7/20,0,0,0,0
42,2015/7/21,0,0,0,0
42,2015/7/22,0,0,0,0
42,2015/7/23,0,0,0,0
42,2015/7/24,0,0,0,0
42,2015/7/25,0,0,0,0
42,2015/7/27,1,88.02151533,1,0
42,2015/7/28,1,42.77680867,0,0
42,2015/7/29,1,151.2658638,1,0
42,2015/7/30,1,115.1281158,1,0
42,2015/7/31,0,0,0,0
42,2015/8/1,0,0,0,0
42,2015/8/2,1,5.798514,0,0
42,2015/8/3,0,0,0,0
42,2015/8/4,0,0,0,0
42,2015/8/5,0,0,0,0
42,2015/8/6,0,0,0,0
42,2015/8/7,0,0,0,0
42,2015/8/8,0,0,0,0
42,2015/8/9,0,0,0,0
42,2015/8/10,0,0,0,0
42,2015/8/11,0,0,0,0
42,2015/8/12,0,0,0,0
42,2015/8/13,0,0,0,0
42,2015/8/14,0,0,0,0
42,2015/8/15,0,0,0,0
42,2015/8/16,0,0,0,0
42,2015/8/17,0,0,0,0
42,2015/8/18,0,0,0,0
42,2015/8/19,0,0,0,0
42,2015/8/20,0,0,0,0
42,2015/8/21,1,5.4815585,0,0
42,2015/8/22,0,0,0,0
42,2015/8/23,0,0,0,0
42,2015/8/24,0,0,0,0
42,2015/8/25,0,0,0,0
42,2015/8/26,0,0,0,0
42,2015/8/27,0,0,0,0
43,2014/12/8,0,0,0,0
43,2014/12/9,0,0,0,0
43,2014/12/10,0,0,0,0
43,2014/12/11,2,79.710734,0,0
43,2014/12/12,1,9.111304,0,0
43,2014/12/13,0,0,0,0
43,2014/12/14,0,0,0,0
43,2014/12/15,0,0,0,0
43,2014/12/16,0,0,0,0
43,2014/12/17,0,0,0,0
43,2014/12/18,0,0,0,0
43,2014/12/19,0,0,0,0
43,2014/12/20,0,0,0,0
43,2014/12/21,1,16.59693217,0,0
43,2014/12/22,1,85.41988567,0,0
43,2014/12/23,0,0,0,0
43,2014/12/24,0,0,0,0
43,2014/12/25,0,0,0,0
43,2014/12/26,1,96.31990933,0,0
43,2014/12/27,0,0,0,0
43,2014/12/28,1,150.7083092,1,0
43,2014/12/29,0,0,0,0
43,2014/12/30,0,0,0,0
43,2014/12/31,0,0,0,0
43,2015/1/1,0,0,0,0
43,2015/1/2,2,183.9283668,0,0
43,2015/1/3,0,0,0,0
43,2015/1/4,1,23.41515617,0,0
43,2015/1/5,1,17.88118667,0,0
43,2015/1/6,0,0,0,0
43,2015/1/7,0,0,0,0
43,2015/1/8,1,3.609284833,0,0
43,2015/1/9,1,2.257546333,0,0
43,2015/1/10,1,112.9037245,1,0
43,2015/1/11,0,0,0,0
43,2015/1/12,1,200.8540727,1,0
43,2015/1/13,2,103.7634117,0,0
43,2015/1/14,0,0,0,0
43,2015/1/15,0,0,0,0
43,2015/1/16,0,0,0,0
43,2015/1/17,0,0,0,0
43,2015/1/18,0,0,0,0
43,2015/1/19,0,0,0,0
43,2015/1/20,0,0,0,0
43,2015/1/21,0,0,0,0
43,2015/1/22,2,126.773211,1,0
43,2015/1/23,0,0,0,0
43,2015/1/24,0,0,0,0
43,2015/1/25,0,0,0,0
